id,date,user,pc,activity
{O6G7-G8FL05IA-4158PDST},01/13/2010 07:14:00,DHB0696,PC-7987,Logon
{C7U3-H7DG62JI-0081JVPT},01/13/2010 07:14:00,IRF0104,PC-5236,Logon
{G0J8-P6UT32VV-6408LBSL},01/13/2010 07:14:00,JOS0323,PC-1386,Logon
{I7Q0-V3DF91HT-7913NSSX},01/13/2010 07:14:00,RIB0011,PC-8308,Logon
{F2Z5-R6KT03DN-8650XKYQ},01/13/2010 07:15:00,CAN0178,PC-2171,Logon
{D6M8-X4QK96ZN-7995QYBZ},01/13/2010 07:15:00,CTF0023,PC-8316,Logon
{S8U4-W3HH15DU-3123UYKG},01/13/2010 07:15:00,DIL0607,PC-3077,Logon
{X9D3-Y9QP09FU-3634MGOW},01/13/2010 07:15:00,GVC0621,PC-8809,Logon
{S0G7-D1BO27NF-3001NSXW},01/13/2010 07:15:00,HQC0608,PC-3020,Logon
{W0X9-I8DZ28BN-8078AAER},01/13/2010 07:15:00,HYC0955,PC-7060,Logon
{J5B1-J0YO26LE-2275ZJCO},01/13/2010 07:15:00,JBR0333,PC-1333,Logon
{D7P7-G1ZU39JU-0099JKSL},01/13/2010 07:15:00,JTS0619,PC-2454,Logon
{C2K0-F3WC84YW-0630MDXI},01/13/2010 07:15:00,PAM0615,PC-3559,Logon
{K2F8-H7RO66BL-6256VVRF},01/13/2010 07:15:00,TQH0728,PC-0913,Logon
{K0Y9-R5EB72YN-7056OZEY},01/13/2010 07:15:00,UKW0099,PC-9722,Logon
{U2O5-B3RC41YP-4945WKME},01/13/2010 07:15:00,WLM0720,PC-4515,Logon
{E3M0-N5DE73BE-3297MHTS},01/13/2010 07:15:00,XUG0327,PC-8371,Logon
{C6L8-I7KB56MY-7298LYIK},01/13/2010 07:16:00,GKY0171,PC-5490,Logon
{G3X6-A5DQ63XQ-8223YYCX},01/13/2010 07:16:00,GTC0331,PC-7103,Logon
{E6J6-O9DK02EL-9590RVWJ},01/13/2010 07:16:00,HRN0322,PC-9466,Logon
{L3K6-X1FD22ZE-1475DTOD},01/13/2010 07:16:00,JLH0275,PC-5393,Logon
{W7Q2-E6OH54VG-5458TAGO},01/13/2010 07:16:00,KTG0001,PC-6023,Logon
{M0U8-A1DK66EO-3468PGZS},01/13/2010 07:16:00,MCR0735,PC-3413,Logon
{H3A6-N4ZZ56MA-7088KMQY},01/13/2010 07:16:00,MDG0601,PC-4138,Logon
{V7L5-Y4OH12DT-3594COHL},01/13/2010 07:16:00,NSC0622,PC-7065,Logon
{Z8B4-V1FX86FW-0503ERFY},01/13/2010 07:16:00,YKW0319,PC-5822,Logon
{P7F4-I3UK38IO-4485IBFQ},01/13/2010 07:16:00,ZJW0947,PC-0410,Logon
{B8D4-F8CQ63CW-5375DXNI},01/13/2010 07:17:00,ASN0508,PC-8529,Logon
{X4L7-C0ME78ZL-3439SYEZ},01/13/2010 07:17:00,AYD0147,PC-6074,Logon
{N7U5-J8JU67VA-7362TLFM},01/13/2010 07:17:00,BNB0026,PC-8529,Logon
{G9O3-N8WK73VY-8926INSU},01/13/2010 07:17:00,CGK0725,PC-2345,Logon
{S0O0-E3MZ90BB-1069GZJF},01/13/2010 07:17:00,CTW0743,PC-3316,Logon
{B6N2-H5QL56CC-4759ROMQ},01/13/2010 07:17:00,DAR0984,PC-0898,Logon
{U7U1-T2VM14CF-7538OIKL},01/13/2010 07:17:00,JAR0172,PC-7553,Logon
{O9B6-Z5DN19NM-6438PBPZ},01/13/2010 07:17:00,MAD0103,PC-4708,Logon
{E7S4-Y0XY76PL-5189QGGI},01/13/2010 07:17:00,MRK0072,PC-0998,Logon
{R1I1-P2JR93TJ-7086EQCW},01/13/2010 07:17:00,MUT0603,PC-0100,Logon
{R0C7-K2JC98KC-6848HCIK},01/13/2010 07:17:00,NRM0617,PC-4744,Logon
{G4B6-E1IL49KJ-0755AAJK},01/13/2010 07:17:00,NTC0176,PC-1713,Logon
{L9P7-Y2WX13VL-2130FLED},01/13/2010 07:17:00,RSB0102,PC-9043,Logon
{A4B8-W0OM92AG-9652NBDU},01/13/2010 07:17:00,SEB0150,PC-5900,Logon
{C7G6-G4TW43YA-3774BYCI},01/13/2010 07:18:00,AAC0070,PC-9582,Logon
{V6G5-C1YN56QA-3857WGSR},01/13/2010 07:18:00,AOW0276,PC-8696,Logon
{N3Q6-G5RY12GB-7446VKOF},01/13/2010 07:18:00,ASS0611,PC-7789,Logon
{T1B8-X2BB64LU-4131NCBW},01/13/2010 07:18:00,BIR0613,PC-2492,Logon
{M8H3-D9MS00SR-3645KTEV},01/13/2010 07:18:00,DCH0627,PC-2181,Logon
{M7X4-O7KO18DZ-3724OBRA},01/13/2010 07:18:00,HMW0274,PC-1078,Logon
{Z9K2-J7KU93CE-6873HPYW},01/13/2010 07:18:00,HSM0733,PC-5630,Logon
{P1Q4-E5TN72VR-8482FTXT},01/13/2010 07:18:00,IAS0626,PC-5388,Logon
{U0M7-P5WH43CB-6834BHCX},01/13/2010 07:18:00,IYF0269,PC-5759,Logon
{S3I3-C3IL13BS-3900ETYZ},01/13/2010 07:18:00,NUG0614,PC-9225,Logon
{K9V0-J4HA88IX-3227UCRG},01/13/2010 07:19:00,CGS0138,PC-5125,Logon
{S2E1-C6PE79OV-5729NZSN},01/13/2010 07:19:00,JOM0175,PC-7758,Logon
{P2M8-W0SN85OX-5695LGKE},01/13/2010 07:19:00,KIL0618,PC-9906,Logon
{I5Z7-C7ZK23BS-5009ANZE},01/13/2010 07:19:00,LJB0106,PC-5380,Logon
{R9S2-A6UR28ZX-4051MXPK},01/13/2010 07:19:00,NJM0628,PC-3739,Logon
{N2W6-Y7PM11TB-1189ODQD},01/13/2010 07:19:00,TAC0270,PC-3457,Logon
{G1F5-N3CZ71VQ-7739CJND},01/13/2010 07:20:00,NLR0174,PC-8272,Logon
{N8O9-C6PE21NE-1889WWZU},01/13/2010 07:20:00,SPH0325,PC-3003,Logon
{V8D1-M8MD21QK-1162OIFS},01/13/2010 07:20:00,XML0742,PC-7730,Logon
{W2V5-G6IM98FW-7408XMIZ},01/13/2010 07:21:00,BVW0318,PC-1636,Logon
{B2G9-J5XW27NB-2387EVHF},01/13/2010 07:21:00,IDM0326,PC-4360,Logon
{P3Z0-V7PN36GB-4224JDEU},01/13/2010 07:21:00,NRF0610,PC-1568,Logon
{E0G6-D3EC61XF-0199SAVE},01/13/2010 07:22:00,HRH0272,PC-3823,Logon
{L7A5-C0QB90QZ-4771XEAS},01/13/2010 07:22:00,JBV0604,PC-3756,Logon
{T0Z7-I2QI12GC-0295VSWW},01/13/2010 07:22:00,NJP0752,PC-7026,Logon
{F2P3-O6XE43WA-5032MZKC},01/13/2010 07:22:05,HKW0211,PC-8663,Logon
{X1C8-F3CG74AM-9901CYXU},01/13/2010 07:23:00,ABW0271,PC-3021,Logon
{P8Q4-M1XL85BJ-6574FOMQ},01/13/2010 07:23:00,AMF0083,PC-1571,Logon
{I2W2-B2VC53SZ-0779AFHX},01/13/2010 07:23:00,JJB0986,PC-6433,Logon
{S0J0-M2GR20WB-2252NSVM},01/13/2010 07:23:00,PHL0633,PC-8679,Logon
{L9W1-F7VE23SW-0651WBOY},01/13/2010 07:23:00,STA0107,PC-7209,Logon
{V1I8-X0GN07DF-7700PPOR},01/13/2010 07:23:00,XBW0181,PC-8353,Logon
{E8C5-K5SE38XC-6574PQMZ},01/13/2010 07:24:00,BGB0727,PC-6238,Logon
{I5F6-O5CY59UN-5485RTRA},01/13/2010 07:24:00,HSM0330,PC-0103,Logon
{A7U5-C7BB67TF-6257VNIO},01/13/2010 07:24:00,MCH0731,PC-2556,Logon
{T3U9-C4NR04QN-0366SWFG},01/13/2010 07:24:00,VEP0734,PC-6743,Logon
{C3F4-Z6AI48CR-1217PGNS},01/13/2010 07:25:00,AMO0751,PC-9488,Logon
{E8T0-N3AF77ZA-8177BGTB},01/13/2010 07:25:00,APC0027,PC-5493,Logon
{M3D7-D6RV86ZH-4227NRWQ},01/13/2010 07:25:00,DCW0087,PC-5901,Logon
{M0E9-H6BW75ZF-2306BMWJ},01/13/2010 07:26:00,CPS0014,PC-1495,Logon
{Q8A1-U9CA36VS-7470NXLS},01/13/2010 07:26:00,FTP0140,PC-9517,Logon
{U7C8-Z5PS00RS-0766SAAU},01/13/2010 07:27:00,AIB0005,PC-4488,Logon
{M1Z8-L9GN30UT-6671TBNQ},01/13/2010 07:27:00,CKW0746,PC-4913,Logon
{G4T7-Q6RV50VW-1528JKUR},01/13/2010 07:27:00,DIM0254,PC-6122,Logon
{F6X6-R3GS50IX-9102HXLY},01/13/2010 07:27:00,JCW0740,PC-0695,Logon
{X8C3-W8IU55LX-8273XWUG},01/13/2010 07:28:00,ASO0737,PC-8451,Logon
{N6U0-O5FA67CP-3477STIQ},01/13/2010 07:29:00,NLB0989,PC-2595,Logon
{V5Z3-F6TS30WU-4786QBTM},01/13/2010 07:30:00,BAW0461,PC-5241,Logon
{F5E7-B4VE10AN-0792OAOV},01/13/2010 07:30:00,BCM0382,PC-3946,Logon
{P7F7-P4YT19LH-8698BCWG},01/13/2010 07:30:00,CCH0252,PC-0110,Logon
{Z8L2-H6GD90VX-4079LOCV},01/13/2010 07:30:00,CLB0748,PC-5362,Logon
{J3H8-O0RO61FP-5446BTHR},01/13/2010 07:30:00,HTM0956,PC-9296,Logon
{K2T8-K9BX45LU-4041XSKG},01/13/2010 07:30:00,JDG0149,PC-2796,Logon
{N0R5-M7FX26XL-3871AMHK},01/13/2010 07:30:00,KSC0255,PC-5738,Logon
{U2B3-A5SN48MQ-5772CHIA},01/13/2010 07:30:00,LSE0108,PC-8181,Logon
{E5R1-Q3UI51MS-1791MCLK},01/13/2010 07:30:00,MAB0377,PC-0647,Logon
{P2V6-Y3GB71WX-4964MAUH},01/13/2010 07:30:00,NQW0750,PC-1663,Logon
{G3E4-U0IU66XH-2290RGPC},01/13/2010 07:30:00,NRB0689,PC-4114,Logon
{U1K4-B5WI60AV-7068OSDY},01/13/2010 07:30:00,RBS0466,PC-6902,Logon
{B3O8-S9NR43PG-4623QYGF},01/13/2010 07:30:00,TBH0308,PC-1001,Logon
{P2M4-E4FC68VA-1498SWFP},01/13/2010 07:30:00,VAD0688,PC-0674,Logon
{Z7I1-X0YO29WQ-4962XDPO},01/13/2010 07:31:00,AGW0029,PC-9437,Logon
{W4U3-M1BX35RT-3605MXIF},01/13/2010 07:31:00,ARB0002,PC-7033,Logon
{Q7W9-E0GT67MC-3129QCDB},01/13/2010 07:31:00,ASJ0958,PC-1032,Logon
{G9U7-B2XL71WO-8404VJWC},01/13/2010 07:31:00,DLS0375,PC-1314,Logon
{T4P5-C0CY06TQ-1356YIKV},01/13/2010 07:31:00,EJM0433,PC-8285,Logon
{Y8Z1-C3SY61LF-4757URFV},01/13/2010 07:31:00,GCM0339,PC-7876,Logon
{N3H5-M0BZ12CC-6942PNSQ},01/13/2010 07:31:00,MBS0355,PC-8021,Logon
{H3X3-O0SU77NP-9085XUQG},01/13/2010 07:32:00,BKM0084,PC-4665,Logon
{F5Z5-M6RR28CE-4596OVFK},01/13/2010 07:32:00,BPB0061,PC-0536,Logon
{J6H9-G0IO05TZ-5713MJII},01/13/2010 07:32:00,CLR0460,PC-8482,Logon
{W2E0-O8CZ04BY-9068OVCX},01/13/2010 07:32:00,CSF0671,PC-1450,Logon
{C6D0-B2WY26AV-4347JUAG},01/13/2010 07:32:00,CTR0215,PC-2944,Logon
{O5J1-A6SA46FU-3379IBTP},01/13/2010 07:32:00,DIB0207,PC-4733,Logon
{T9Q7-T7UK76YH-5088MYYP},01/13/2010 07:32:00,DSL0441,PC-7252,Logon
{H0U7-V5IL91ZU-8037HWFP},01/13/2010 07:32:00,ERW0745,PC-9194,Logon
{D8R0-C7SG89GL-6193OLLR},01/13/2010 07:32:00,GLW0148,PC-5165,Logon
{O7F0-V0ZD89TF-7283UMRW},01/13/2010 07:32:00,IRC0741,PC-6600,Logon
{Q3I2-K0YC20HX-0176VHCQ},01/13/2010 07:32:00,IRW0197,PC-7901,Logon
{E3K8-U1NY07RV-2001TKLH},01/13/2010 07:32:00,ISB0351,PC-5236,Logon
{H2A2-I8BY46GO-8066SYUG},01/13/2010 07:32:00,JLH0732,PC-4131,Logon
{I4A4-P5GK89YG-4439BSUM},01/13/2010 07:32:00,LGW0987,PC-4597,Logon
{P8O1-I9PG92XN-7782VLEB},01/13/2010 07:32:00,MGN0301,PC-3510,Logon
{R3P8-X3ZF79LC-3654PULY},01/13/2010 07:32:00,NDA0686,PC-6482,Logon
{R9T7-S5OM64ZO-8557GRWV},01/13/2010 07:32:00,QSB0729,PC-6674,Logon
{J7D2-R2JO78ZY-7183SDBV},01/13/2010 07:32:00,RMY0747,PC-4924,Logon
{T8E3-Q9RT06HM-7776JOPT},01/13/2010 07:32:00,VLB0057,PC-7284,Logon
{P6T8-Z5SW63RS-7975BOPR},01/13/2010 07:33:00,BRH0362,PC-5457,Logon
{G9B1-A7FI17NN-6837SGIZ},01/13/2010 07:33:00,CDT0311,PC-4688,Logon
{F1V3-T1KS79PG-3114PCCJ},01/13/2010 07:33:00,CIM0473,PC-9001,Logon
{D9Q6-Y7CC19XH-5937OZAS},01/13/2010 07:33:00,ENW0086,PC-9721,Logon
{B3F3-G6IR14BP-6920NTSV},01/13/2010 07:33:00,HCE0726,PC-7046,Logon
{N9L3-B6LO04FZ-1004PMLN},01/13/2010 07:33:00,HJM0337,PC-1714,Logon
{Z4J6-S6ED21CG-1495JWDA},01/13/2010 07:33:00,IAK0372,PC-9466,Logon
{C6S6-Z4SF03JZ-8076GEQT},01/13/2010 07:33:00,JJP0687,PC-7552,Logon
{F8H7-T5OF63RD-7885PNLZ},01/13/2010 07:33:00,JLS0448,PC-3710,Logon
{N8L4-P8GL44IE-4412EDXC},01/13/2010 07:33:00,JUC0443,PC-9705,Logon
{P4H6-T6FQ94GI-6527QYUU},01/13/2010 07:33:00,KHC0465,PC-4769,Logon
{X7R0-R4CH21YK-6805YSJZ},01/13/2010 07:33:00,LMT0062,PC-4704,Logon
{G5E4-P1EV18KQ-3641GMRG},01/13/2010 07:33:00,QBS0449,PC-3885,Logon
{P7R9-I3IX26YM-7422KZDD},01/13/2010 07:33:00,SIF0182,PC-4730,Logon
{A6F4-Q1CT29ST-2927WWLE},01/13/2010 07:33:00,SJP0744,PC-9370,Logon
{N6F8-U9RD46HU-2066CWFG},01/13/2010 07:33:00,SSC0749,PC-5108,Logon
{K0Z1-S6IQ02AK-6561UDGH},01/13/2010 07:33:00,VEP0043,PC-7304,Logon
{F1X5-T3QR58YE-6287NHED},01/13/2010 07:33:00,WAR0440,PC-4075,Logon
{W2R4-S8TE29TB-1192JNHS},01/13/2010 07:34:00,BMG0006,PC-9129,Logon
{T7E4-F8AP18NI-9038BGGU},01/13/2010 07:34:00,CMR0739,PC-3860,Logon
{V7D4-F6WM82YP-6787RJVK},01/13/2010 07:34:00,GCF0008,PC-9511,Logon
{X9M6-A8QU85MD-5724JFDH},01/13/2010 07:34:00,IBC0664,PC-8951,Logon
{W9J5-A8NK38JK-0409HSSR},01/13/2010 07:34:00,JPF0028,PC-4099,Logon
{I0G4-T8SO60YX-8553FYCW},01/13/2010 07:34:00,JRB0424,PC-4815,Logon
{T6U4-Z2WX54XR-7077YTOY},01/13/2010 07:34:00,KJF0253,PC-5000,Logon
{T6N8-L0DI77SS-0638OYJR},01/13/2010 07:35:00,CFB0216,PC-7077,Logon
{A8D3-M6QJ11PV-1722GMXH},01/13/2010 07:35:00,CRG0736,PC-5839,Logon
{M2J7-R9YL00QV-1239LCOT},01/13/2010 07:35:00,GLP0163,PC-2064,Logon
{T2W9-Z1YE39QK-6082PSNS},01/13/2010 07:35:00,PCM0369,PC-2094,Logon
{L4W2-E6MU48PX-8644WVOA},01/13/2010 07:35:00,SBW0222,PC-4208,Logon
{Z2Z9-E6CG22FE-7662CAZR},01/13/2010 07:35:00,TYR0442,PC-9892,Logon
{F2N1-I6XF65RD-8735DYCH},01/13/2010 07:36:00,CJR0414,PC-2192,Logon
{U7D0-G0OV83QU-7737ECPZ},01/13/2010 07:36:00,CMD0693,PC-3107,Logon
{F6F5-H4NX31HI-3674PVPF},01/13/2010 07:36:00,LOD0682,PC-0413,Logon
{I5N0-H7DE04SI-1338WYCD},01/13/2010 07:36:00,OFS0338,PC-4000,Logon
{L3L1-Z8TS08SK-4793XTDK},01/13/2010 07:36:00,WMN0451,PC-3248,Logon
{I7C7-W0KB35NU-5256CZIN},01/13/2010 07:37:00,AHS0205,PC-7191,Logon
{P1Z2-W6WG76UF-2545AQHT},01/13/2010 07:37:00,BIS0988,PC-0613,Logon
{G9G2-T5WK95LM-4162URVA},01/13/2010 07:37:00,GAP0417,PC-0191,Logon
{I4G1-S3RS34AY-5637LSCL},01/13/2010 07:37:00,HCH0753,PC-3543,Logon
{N7D1-B2NB26HI-1817OUYD},01/13/2010 07:37:00,KTC0053,PC-1065,Logon
{U6H4-H6RT27ZR-5803FFDM},01/13/2010 07:37:00,LMH0724,PC-4600,Logon
{J2A3-C6ZV82HE-6649DMRZ},01/13/2010 07:37:00,PAS0349,PC-6612,Logon
{W4C3-G4TQ51XU-8671LVHD},01/13/2010 07:37:00,PGK0085,PC-8357,Logon
{L3A1-W9AN90BS-4582RBGM},01/13/2010 07:37:00,RLH0164,PC-0854,Logon
{Z5Q6-I8ND59LL-7310TWJJ},01/13/2010 07:37:00,TKG0225,PC-0622,Logon
{K8L1-Z9VA37KQ-7269OXEI},01/13/2010 07:37:00,UJB0444,PC-2672,Logon
{H3H9-S3BY30LB-0223LITB},01/13/2010 07:38:00,ACC0950,PC-8672,Logon
{W1Y9-A4MT85WJ-5105FZXH},01/13/2010 07:38:00,BIR0678,PC-2841,Logon
{X0I2-W1HM77CJ-7509QPQS},01/13/2010 07:38:00,CHH0472,PC-0281,Logon
{G2G7-B7JV95TC-9721LKVB},01/13/2010 07:38:00,CSH0056,PC-5322,Logon
{U4B3-Y0OR88VM-5004MVXQ},01/13/2010 07:38:00,CTC0050,PC-8043,Logon
{G0V9-K4DA26OW-7628BCOK},01/13/2010 07:38:00,DZO0452,PC-2389,Logon
{X2U5-O7YE66KI-9537BXSH},01/13/2010 07:38:00,ERL0366,PC-0472,Logon
{F9L7-P2CX29KE-8772VYYU},01/13/2010 07:38:00,HTM0738,PC-9778,Logon
{C7J7-U6KQ52HK-3422PTQU},01/13/2010 07:38:00,MAA0364,PC-5442,Logon
{U1Q4-E4NM31EC-5454TTJT},01/13/2010 07:38:00,NJR0453,PC-1110,Logon
{J6S4-T6ZV13GJ-5353VALC},01/13/2010 07:38:00,PAW0040,PC-0488,Logon
{V5F8-S8QS58LO-7042KAVH},01/13/2010 07:38:00,VXA0673,PC-1509,Logon
{G2J9-U9YJ30CI-6344NETE},01/13/2010 07:38:00,ZED0676,PC-9597,Logon
{E8I1-H7OS52OK-2551YYMP},01/13/2010 07:38:00,ZLW0169,PC-2168,Logon
{O9J7-Y6MS98OD-1914YAKE},01/13/2010 07:38:39,HKW0211,PC-8663,Logoff
{U5C5-Q2SF34PZ-2870JWSX},01/13/2010 07:39:00,CAB0422,PC-1818,Logon
{U7F0-I9JD44IM-5082ULUS},01/13/2010 07:39:00,EBB0031,PC-8058,Logon
{I0R1-B2LF66ID-7654ROLD},01/13/2010 07:39:00,EDP0470,PC-8495,Logon
{J5X8-E4LU54QI-7399FAJR},01/13/2010 07:39:00,IRF0054,PC-0100,Logon
{Z1F7-M6EI59QU-4629QPCC},01/13/2010 07:39:00,MKD0730,PC-2639,Logon
{A9A8-R7NB12CC-3210HFOZ},01/13/2010 07:39:00,SBD0434,PC-7656,Logon
{U8D5-X0RL83KM-4190PFAU},01/13/2010 07:40:00,BCV0304,PC-2724,Logon
{C1J7-A4MG98SL-8611VYYD},01/13/2010 07:40:00,EDM0346,PC-0882,Logon
{Z1M4-D7YZ04ZE-7089TBPJ},01/13/2010 07:40:00,HWT0469,PC-2458,Logon
{U0T8-H3FQ34CM-6633JWTW},01/13/2010 07:40:00,KCL0381,PC-5842,Logon
{I4G4-Y8PS45CW-4630MFAD},01/13/2010 07:40:00,NPB0217,PC-7055,Logon
{L8V8-Z8CN31WY-7332RMVF},01/13/2010 07:40:00,OUS0309,PC-7219,Logon
{Q3T5-I5YF31JR-8100UKSY},01/13/2010 07:40:00,PTA0303,PC-1838,Logon
{Y3N4-G3AK05XL-8452UMOB},01/13/2010 07:40:00,RYL0347,PC-9467,Logon
{L4E3-F5UM11DO-4409GBRH},01/13/2010 07:40:00,SMB0012,PC-7474,Logon
{V5L2-O8UU09YM-6399EOAB},01/13/2010 07:41:00,AJO0389,PC-1738,Logon
{L5Y6-M3KB95BT-2873EOAR},01/13/2010 07:41:00,BMD0342,PC-3183,Logon
{V1L2-U2XD83HV-5723RDWF},01/13/2010 07:41:00,CCD0463,PC-8766,Logon
{D6X3-U9SQ56HO-9789OROJ},01/13/2010 07:41:00,DKB0356,PC-5618,Logon
{E7P3-I1WC38GC-0954XYMH},01/13/2010 07:41:00,DQM0392,PC-1404,Logon
{Y5R9-B3PH34LV-2253ITMF},01/13/2010 07:41:00,FSW0230,PC-9668,Logon
{T1Z2-F8ZP63ZW-0212BSIY},01/13/2010 07:41:00,GQG0464,PC-2689,Logon
{W6D9-S1BP37AB-6741TKHI},01/13/2010 07:41:00,JZA0447,PC-9753,Logon
{Q8A5-F7ZN31AI-0341PHAI},01/13/2010 07:41:00,KTH0256,PC-6310,Logon
{T8S3-U9SV84MY-1140XFZK},01/13/2010 07:41:00,NEE0218,PC-1644,Logon
{L0R0-H6BS62VY-1778MATK},01/13/2010 07:41:00,NKB0036,PC-8326,Logon
{V7Q6-G2GW11UZ-2622OLHX},01/13/2010 07:41:00,PNC0141,PC-0500,Logon
{E2S1-D3AW43IW-7786HCSO},01/13/2010 07:41:00,WKC0202,PC-3819,Logon
{M1X7-T8WH50KH-5338RUSD},01/13/2010 07:41:00,YFT0298,PC-5297,Logon
{R7E9-H9PE98GT-5876IZLT},01/13/2010 07:42:00,APR0631,PC-3001,Logon
{L2N4-L8WU31VD-8576MCWB},01/13/2010 07:42:00,CBM0387,PC-0635,Logon
{M3D4-O6DU92IY-0319RZOQ},01/13/2010 07:42:00,CFB0167,PC-5275,Logon
{U2U5-O8MT27NA-6063YXKN},01/13/2010 07:42:00,CMW0297,PC-0116,Logon
{X6T6-R9KH39KB-9583COCO},01/13/2010 07:42:00,EXS0046,PC-7521,Logon
{S5U5-A2IW09BP-1949WZGU},01/13/2010 07:42:00,HKP0055,PC-8182,Logon
{N8T0-X1SL28HO-5618XOFD},01/13/2010 07:42:00,KCF0224,PC-5968,Logon
{B7M5-Y9WH02KS-3345FZTA},01/13/2010 07:42:00,KGR0690,PC-8649,Logon
{V6C4-H1AS38PB-8698JSRP},01/13/2010 07:42:00,OOB0432,PC-8502,Logon
{G2N6-F7AP64WI-7194VHFB},01/13/2010 07:42:00,QRH0348,PC-8464,Logon
{P8R1-G9YQ17CQ-4704LYNX},01/13/2010 07:43:00,ADH0427,PC-2793,Logon
{R3Z8-S9CX20ZU-8820WVGL},01/13/2010 07:43:00,EJW0059,PC-3815,Logon
{D7F9-P3VI31IQ-0612GCNH},01/13/2010 07:43:00,GHS0949,PC-6844,Logon
{A8D1-K0HZ15MU-2398TWGC},01/13/2010 07:43:00,JTC0313,PC-4300,Logon
{X4W4-B7SJ86JK-5605LUNS},01/13/2010 07:43:00,LCP0957,PC-9759,Logon
{M8D6-F4SO30YD-6107FVYJ},01/13/2010 07:43:00,LZV0162,PC-8274,Logon
{O6I9-J4JZ25MK-1691XFCD},01/13/2010 07:43:00,SUV0051,PC-4725,Logon
{D0H6-Q1GG57XM-6361FSKH},01/13/2010 07:44:00,GWG0024,PC-3384,Logon
{G7X2-Z7QB76DB-5362IJAO},01/13/2010 07:44:00,KLF0685,PC-1891,Logon
{K3K2-L6JT83JW-9879JAEM},01/13/2010 07:45:00,ATT0650,PC-6866,Logon
{D0S5-L5LE67SL-7513QANC},01/13/2010 07:45:00,BAK0530,PC-6188,Logon
{A8N3-J8TE78YM-5819DIYF},01/13/2010 07:45:00,BCS0314,PC-1665,Logon
{V9K9-N0GR42LN-0366ZNLQ},01/13/2010 07:45:00,BDM0385,PC-3504,Logon
{G1Q3-O5EJ07CJ-0633ZULH},01/13/2010 07:45:00,CCO0065,PC-5771,Logon
{S0C6-Y2UW06IQ-6115LCWG},01/13/2010 07:45:00,CLM0315,PC-0631,Logon
{P5C4-F0AE19KL-6754EUCE},01/13/2010 07:45:00,CRM0666,PC-5057,Logon
{K9I7-W8QY45DO-0503DEPQ},01/13/2010 07:45:00,DMB0653,PC-3137,Logon
{B4N8-C9KG13MB-4429BBIB},01/13/2010 07:45:00,DWG0209,PC-0633,Logon
{H9T3-D6LX16JG-9557UYQF},01/13/2010 07:45:00,END0680,PC-8667,Logon
{A1O7-O9RY68WA-8193ILLF},01/13/2010 07:45:00,FAM0455,PC-9166,Logon
{K7Q3-Z7JW42DA-1169BOKV},01/13/2010 07:45:00,GNG0386,PC-7336,Logon
{Y3P0-R7TK91PM-4339LGOU},01/13/2010 07:45:00,HAP0201,PC-1572,Logon
{Q0G5-F4PA74LH-0695AYLW},01/13/2010 07:45:00,HBC0672,PC-1805,Logon
{A4H8-W2VW32MR-0906MMHC},01/13/2010 07:45:00,HKK0961,PC-4306,Logon
{M9O2-S7JD31DJ-6315YERV},01/13/2010 07:45:00,HWB0420,PC-6900,Logon
{E9K1-H5JP42DZ-6747MYCW},01/13/2010 07:45:00,IAH0365,PC-0674,Logon
{U2A1-Z2KL32DE-6743NLHF},01/13/2010 07:45:00,IMB0459,PC-7098,Logon
{P0K0-G9GA54NP-6436QWRA},01/13/2010 07:45:00,KAC0037,PC-6694,Logon
{P1X5-U2OS05AQ-8579DCJS},01/13/2010 07:45:00,KEP0423,PC-7296,Logon
{D4G5-K3XX48EM-3136DIPV},01/13/2010 07:45:00,LUP0038,PC-6767,Logon
{C2L9-H4PR39JI-3301VURB},01/13/2010 07:45:00,MKD0471,PC-4222,Logon
{Q9U9-J8LG83BG-8933NGIO},01/13/2010 07:45:00,MPB0376,PC-9575,Logon
{A9N3-G7GJ96LY-3222GZPW},01/13/2010 07:45:00,MSD0674,PC-0068,Logon
{T9T0-O9EC20ZX-7993LLPU},01/13/2010 07:45:00,MSF0206,PC-8301,Logon
{F2K3-Z2PM26VX-2223BTXU},01/13/2010 07:45:00,NPH0533,PC-8575,Logon
{W5I9-G5JK42OQ-6831AJJN},01/13/2010 07:45:00,OCC0316,PC-9192,Logon
{N4D5-R6QM29YK-7360ZAUG},01/13/2010 07:45:00,OPR0416,PC-3160,Logon
{G8D3-M7PC84VA-1631VOGY},01/13/2010 07:45:00,SKC0670,PC-8864,Logon
{A4J1-C5EW50NF-1053PKNR},01/13/2010 07:45:00,STR0421,PC-8238,Logon
{F4B1-H1ML70ZI-5334PXCF},01/13/2010 07:45:00,TLG0199,PC-5743,Logon
{G5Z0-Z0ZF18PX-5564DFJV},01/13/2010 07:45:00,UQR0361,PC-8950,Logon
{K7A1-M8BX60IT-0382LYKC},01/13/2010 07:45:00,WLM0450,PC-7613,Logon
{N3T1-V9UR14JT-7361WFNT},01/13/2010 07:45:00,WSP0210,PC-0583,Logon
{B7D6-D3MG73OC-1414QGKM},01/13/2010 07:45:00,XOH0359,PC-4096,Logon
{B4M9-F9TA57XY-9060AINH},01/13/2010 07:45:18,TST0116,PC-8948,Logoff
{U6B0-L3VP25XG-8468OKJH},01/13/2010 07:46:00,AQH0426,PC-6212,Logon
{C2J8-M2LB40TE-2501AFAE},01/13/2010 07:46:00,CDM0220,PC-9708,Logon
